REF_AREA,Reference area,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,Frequency of observation
ITH2,Autonomous prov. Trento,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,25.009251,Annual
ITH3,Veneto,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,42.902569,Annual
ITH4,Friuli-Venezia Giulia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,25.250538,Annual
ITH5,Emilia-Romagna,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,30.813478,Annual
ITI1,Tuscany,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.420179,Annual
ITI2,Umbria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.613836,Annual
ITI3,Marche,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.52207,Annual
ITI4,Lazio,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.408375,Annual
JPA,Hokkaido,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,10.304915,Annual
JPB,Tohoku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,10.022238,Annual
JPC,"Northern-Kanto, Koshin",Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,11.654611,Annual
JPD,Southern-Kanto,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,13.612512,Annual
JPE,Hokuriku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,11.250906,Annual
JPF,Toukai,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,12.522165,Annual
JPG,Kansai region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,13.07748,Annual
JPH,Chugoku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,11.772859,Annual
JPI,Shikoku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,11.616833,Annual
JPJ,"Kyushu, Okinawa",Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,13.86992,Annual
LT01,Capital Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,23.328484,Annual
LT02,Central and Western Lithuania Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,20.752209,Annual
LU00,Luxembourg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,16.741909,Annual
LV00,Latvia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,27.817871,Annual
ME01,Aguascalientes,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,25.613197,Annual
ME02,Baja California,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.303177,Annual
ME03,Baja California Sur,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,17.271807,Annual
ME04,Campeche,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,24.85854,Annual
ME05,Coahuila,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.594664,Annual
ME06,Colima,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.349356,Annual
ME07,Chiapas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,32.349621,Annual
ME08,Chihuahua,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.616375,Annual
ME09,Mexico City,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,44.146557,Annual
ME10,Durango,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.051636,Annual
ME11,Guanajuato,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.465897,Annual
ME12,Guerrero,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,26.084997,Annual
ME13,Hidalgo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,35.919849,Annual
ME14,Jalisco,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,23.894796,Annual
ME15,Mexico,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,44.009987,Annual
ME16,Michoacan,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,27.721806,Annual
ME17,Morelos,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,33.6717,Annual
ME18,Nayarit,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.024939,Annual
ME19,Nuevo Leon,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,25.269075,Annual
ME20,Oaxaca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,26.01889,Annual
ME21,Puebla,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,32.050484,Annual
ME22,Queretaro,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,32.640549,Annual
ME23,Quintana Roo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,20.21419,Annual
ME24,San Luis Potosi,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,30.576763,Annual
ME25,Sinaloa,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.374813,Annual
ME26,Sonora,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,20.976509,Annual
ME27,Tabasco,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,30.038282,Annual
ME28,Tamaulipas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,25.372244,Annual
ME29,Tlaxcala,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,34.9398,Annual
ME30,Veracruz,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.158751,Annual
ME31,Yucatan,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.550184,Annual
ME32,Zacatecas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,23.356071,Annual
NL11,Groningen,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.149368,Annual
NL12,Friesland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,18.749176,Annual
NL13,Drenthe,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.104733,Annual
NL21,Overijssel,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,20.835918,Annual
NL22,Gelderland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.758715,Annual
NL23,Flevoland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.326796,Annual
NL31,Utrecht (TL2021),Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.257299,Annual
NL32,North Holland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.132668,Annual
NL33,South Holland (TL2021),Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.849035,Annual
NL34,Zeeland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.880028,Annual
NL41,North Brabant,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.273272,Annual
NL42,Limburg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.014553,Annual
NO02,Innlandet,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,10.878947,Annual
NO06,Trøndelag,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,8.3886557,Annual
NO07,Northern Norway,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.7803445,Annual
NO08,Oslo and Viken,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,13.821913,Annual
NO09,Agder and Sør-Østlandet,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,12.20855,Annual
NZ11,Northland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,5.3341217,Annual
NZ12,Auckland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.1973825,Annual
NZ13,Waikato,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.0378399,Annual
NZ14,Bay of Plenty,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,5.9159861,Annual
NZ15,Gisborne,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,4.2972121,Annual
NZ16,Hawke's Bay,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.3440075,Annual
NZ17,Taranaki,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.6235137,Annual
NZ18,Manawatu-Wanganui,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.1353359,Annual
NZ19,Wellington,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,5.5359735,Annual
NZ21,Tasman-Nelson-Marlborough,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,7.319304,Annual
NZ22,West Coast,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,7.0053878,Annual
NZ23,Canterbury,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,8.3355837,Annual
NZ24,Otago,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,7.4509125,Annual
NZ25,Southland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,7.2827086,Annual
PL21,Lesser Poland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,37.36985,Annual
PL22,Silesia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,41.328945,Annual
PL41,Greater Poland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.9039,Annual
PL42,West Pomerania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.456305,Annual
PL43,Lubusz,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,24.007441,Annual
PL51,Lower Silesia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.047997,Annual
PL52,Opole region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,31.752054,Annual
PL61,Kuyavian-Pomerania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,25.423922,Annual
PL62,Warmian-Masuria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,22.121828,Annual
PL63,Pomerania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,20.548937,Annual
PL71,Lodzkie,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,34.053127,Annual
PL72,Swietokrzyskie,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,30.520174,Annual
PL81,Lublin Province,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,27.429735,Annual
PL82,Podkarpacia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.788967,Annual
PL84,Podlaskie,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,23.482464,Annual
PL91,Warsaw,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,28.989107,Annual
PL92,Mazowiecki region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,29.029146,Annual
PT11,North,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,13.596469,Annual
PT15,Algarve,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,11.933039,Annual
PT16,Centro,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,12.67887,Annual
PT17,Metropolitan area of Lisbon,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,13.491577,Annual
PT18,Alentejo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,11.082922,Annual
PT20,Autonomous Region of the Azores,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,8.5612278,Annual
PT30,Autonomous Region of Madeira,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,6.3186321,Annual
RO11,North West,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.985836,Annual
RO12,Center,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.832687,Annual
RO21,North East,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.339418,Annual
RO22,South East,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,17.557314,Annual
RO31,South - Muntenia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,21.971611,Annual
RO32,Bucharest - Ilfov,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,31.842119,Annual
RO41,South West Oltenia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,23.935015,Annual
RO42,West,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,19.754093,Annual
SE11,Stockholm,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,9.4639883,Annual
SE12,East Middle Sweden,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,9.5534973,Annual
SE21,Småland with Islands,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,1990,10.654455,Annual
